0,63.000,0.336,0.336
1,65.000,0.364,0.700
2,85.000,0.442,1.142
3,81.000,0.940,2.082
4,86.000,0.408,2.489
5,87.000,0.512,3.001
6,103.000,0.853,3.854
7,89.000,0.776,4.629
8,91.000,0.748,5.378
9,101.000,0.771,6.149
10,105.000,0.682,6.830
11,123.000,0.739,7.569
12,101.000,0.354,7.923
13,117.000,0.452,8.375
14,109.000,0.673,9.048
15,122.000,0.394,9.442
16,167.000,0.670,10.113
17,121.000,0.536,10.648
18,118.000,0.414,11.062
19,121.000,0.712,11.774
20,106.000,0.505,12.280
21,146.000,0.709,12.989
22,200.000,0.678,13.666
23,191.000,0.539,14.205
24,126.000,0.883,15.088
25,155.000,0.884,15.972
26,121.000,0.520,16.492
27,167.000,1.370,17.862
28,200.000,1.393,19.255
29,111.000,0.515,19.770
30,200.000,0.787,20.557
31,119.000,1.249,21.806
32,121.000,0.926,22.733
33,200.000,0.786,23.519
34,127.000,0.707,24.227
35,147.000,0.338,24.564
36,200.000,0.494,25.059
37,127.000,0.888,25.947
38,200.000,0.403,26.349
39,200.000,0.732,27.082
40,200.000,0.458,27.540
41,200.000,0.848,28.387
42,200.000,0.701,29.088
43,200.000,0.600,29.688
44,200.000,0.600,30.288
45,200.000,0.645,30.933
46,200.000,0.349,31.282
47,200.000,0.698,31.980
48,200.000,0.343,32.323
49,200.000,0.552,32.875
50,200.000,0.644,33.519
51,200.000,0.655,34.174
52,200.000,0.590,34.764
53,200.000,0.670,35.434
54,200.000,0.605,36.039
55,200.000,0.678,36.717
56,200.000,0.713,37.431
57,200.000,0.732,38.163
58,200.000,0.388,38.551
59,200.000,0.527,39.077
60,200.000,0.692,39.769
61,200.000,0.393,40.162
62,200.000,0.484,40.646
63,200.000,0.536,41.183
64,200.000,0.751,41.933
65,200.000,0.739,42.672
66,200.000,0.330,43.002
67,200.000,0.662,43.664
68,200.000,0.382,44.046
69,200.000,0.434,44.480
70,200.000,0.501,44.981
71,200.000,0.646,45.628
72,200.000,0.693,46.321
73,200.000,0.315,46.636
74,200.000,0.513,47.148
75,200.000,0.795,47.943
76,200.000,0.510,48.453
77,200.000,0.721,49.174
78,200.000,0.316,49.490
79,200.000,0.461,49.951
80,200.000,0.738,50.689
81,200.000,0.391,51.080
82,200.000,0.611,51.691
83,200.000,0.703,52.394
84,200.000,0.265,52.659
85,200.000,0.371,53.031
86,200.000,0.526,53.556
87,200.000,0.685,54.241
88,200.000,0.247,54.488
89,200.000,0.236,54.724
90,200.000,0.234,54.958
