0,30.175,24.266,0.010
1,30.175,24.266,0.020
2,30.161,24.266,0.030
3,30.161,24.266,0.041
4,30.167,24.266,0.051
5,30.182,24.266,0.065
6,30.181,24.265,0.074
7,30.181,24.309,0.084
8,30.152,24.309,0.093
9,30.152,24.326,0.103
10,30.444,24.598,0.113
11,30.437,24.598,0.123
12,30.437,24.579,0.134
13,30.437,24.524,0.143
14,30.447,24.575,0.152
15,30.448,24.575,0.162
16,30.459,24.575,0.171
17,30.459,24.576,0.180
18,30.465,24.576,0.189
19,30.469,24.582,0.200
20,30.458,24.582,0.210
21,30.476,24.624,0.219
22,30.107,24.279,0.228
23,30.107,24.248,0.238
24,30.121,24.248,0.248
25,30.121,24.248,0.259
26,30.121,24.295,0.269
27,30.137,24.295,0.281
28,30.134,24.295,0.290
29,30.134,24.295,0.299
30,30.134,24.295,0.308
31,30.123,24.295,0.322
32,30.134,24.295,0.331
33,30.134,24.277,0.341
34,30.056,24.081,0.351
35,29.977,24.081,0.360
36,29.977,24.070,0.369
37,29.970,24.070,0.378
38,29.976,24.070,0.388
39,29.964,24.070,0.397
40,29.949,24.064,0.407
41,29.966,24.064,0.418
42,29.964,24.064,0.428
43,29.964,24.064,0.437
44,29.950,24.051,0.446
45,29.965,24.051,0.455
46,29.940,24.051,0.464
47,29.975,24.069,0.475
48,29.975,24.035,0.485
49,29.975,24.033,0.495
50,29.985,24.033,0.504
51,29.862,23.946,0.514
52,29.861,23.946,0.524
53,29.859,23.946,0.537
54,29.867,23.946,0.547
55,29.867,23.964,0.558
56,29.870,23.964,0.567
57,29.871,23.964,0.576
58,29.871,23.973,0.585
59,29.888,23.973,0.597
60,29.865,23.948,0.607
61,29.957,24.086,0.617
62,29.926,24.086,0.627
63,29.907,24.086,0.636
64,29.912,24.086,0.645
65,29.909,24.086,0.654
66,29.909,24.088,0.664
67,29.906,24.088,0.673
68,29.906,24.079,0.683
69,29.942,24.079,0.692
70,29.924,24.079,0.702
71,29.888,24.079,0.711
72,29.890,24.079,0.720
73,29.940,24.079,0.729
74,29.986,24.079,0.738
75,29.985,24.079,0.747
76,29.985,24.079,0.756
77,29.980,24.079,0.766
78,29.980,24.079,0.775
79,29.990,24.079,0.785
80,29.954,24.049,0.794
81,29.956,24.058,0.803
82,29.945,24.058,0.812
83,29.910,24.058,0.822
84,29.910,24.060,0.831
85,29.909,24.060,0.841
86,29.922,24.060,0.850
87,29.919,24.060,0.862
88,29.919,24.068,0.873
89,29.920,24.068,0.882
90,29.906,24.068,0.891
91,29.906,24.063,0.902
92,29.920,24.063,0.911
93,29.946,24.063,0.921
94,29.930,24.063,0.930
95,29.940,24.063,0.939
96,29.934,24.063,0.950
97,29.998,24.063,0.960
98,30.018,24.153,0.969
99,30.056,24.153,0.978
100,30.041,24.153,0.987
101,30.019,24.153,0.996
102,30.041,24.153,1.005
103,30.048,24.142,1.016
104,30.048,24.143,1.025
105,30.053,24.143,1.035
106,30.053,24.108,1.044
107,30.052,24.108,1.059
108,30.060,24.108,1.068
109,30.057,24.108,1.077
110,30.056,24.108,1.086
111,29.940,23.974,1.095
112,29.937,23.974,1.106
113,29.998,23.974,1.115
114,29.940,23.974,1.124
115,29.940,23.974,1.133
116,29.941,23.974,1.144
117,29.952,23.974,1.154
118,29.169,23.326,1.165
119,29.158,23.307,1.174
120,29.152,23.307,1.184
121,29.091,23.216,1.195
122,29.089,23.216,1.206
123,29.089,23.247,1.216
124,29.091,23.247,1.225
125,29.076,23.247,1.235
126,29.084,23.247,1.244
127,29.087,23.247,1.253
128,29.075,23.247,1.262
129,29.101,23.247,1.272
130,29.079,23.247,1.281
131,29.079,23.262,1.290
132,29.089,23.317,1.300
133,29.089,23.302,1.309
134,29.076,23.285,1.319
135,29.093,23.285,1.332
136,29.088,23.285,1.343
137,29.088,23.283,1.352
138,29.088,23.245,1.361
139,29.109,23.245,1.371
140,29.110,23.245,1.382
141,29.130,23.274,1.393
142,29.132,23.276,1.403
143,29.132,23.257,1.412
144,29.140,23.257,1.421
