0,126.000,0.027,0.027
1,45.000,0.034,0.061
2,62.000,0.030,0.091
3,85.000,0.038,0.129
4,74.000,0.014,0.143
5,70.000,0.020,0.163
6,61.000,0.016,0.179
7,90.000,0.020,0.199
8,121.000,0.014,0.214
9,86.000,0.016,0.230
10,98.000,0.016,0.246
11,99.000,0.013,0.258
12,118.000,0.013,0.272
13,107.000,0.012,0.283
14,107.000,0.015,0.299
15,107.000,0.013,0.312
16,200.000,0.012,0.324
17,200.000,0.016,0.339
18,200.000,0.012,0.351
19,145.000,0.012,0.364
20,146.000,0.018,0.382
21,126.000,0.010,0.392
22,119.000,0.014,0.406
23,200.000,0.012,0.418
24,145.000,0.010,0.427
25,200.000,0.016,0.443
26,200.000,0.011,0.454
27,167.000,0.015,0.469
28,200.000,0.010,0.479
29,200.000,0.010,0.489
30,200.000,0.012,0.501
31,200.000,0.011,0.512
32,200.000,0.010,0.523
33,167.000,0.015,0.538
34,200.000,0.013,0.551
35,200.000,0.011,0.562
36,200.000,0.016,0.578
37,200.000,0.008,0.587
38,200.000,0.009,0.595
39,200.000,0.009,0.605
40,145.000,0.010,0.615
41,200.000,0.011,0.626
42,200.000,0.011,0.637
43,200.000,0.010,0.647
44,200.000,0.007,0.653
45,200.000,0.008,0.662
46,200.000,0.010,0.672
47,167.000,0.009,0.681
48,167.000,0.008,0.688
49,200.000,0.007,0.696
50,200.000,0.010,0.706
51,200.000,0.009,0.715
52,200.000,0.008,0.722
53,200.000,0.007,0.730
54,200.000,0.010,0.739
55,200.000,0.007,0.746
56,200.000,0.009,0.755
57,200.000,0.009,0.764
58,200.000,0.008,0.772
59,200.000,0.007,0.779
60,200.000,0.007,0.786
61,200.000,0.006,0.792
62,200.000,0.007,0.800
63,200.000,0.007,0.807
64,200.000,0.006,0.813
65,200.000,0.007,0.821
66,200.000,0.006,0.827
67,200.000,0.009,0.836
68,200.000,0.006,0.842
69,200.000,0.007,0.849
70,200.000,0.006,0.854
71,200.000,0.006,0.860
72,107.000,0.010,0.870
73,200.000,0.006,0.876
74,200.000,0.006,0.882
75,167.000,0.013,0.895
76,107.000,0.013,0.909
77,200.000,0.007,0.915
78,200.000,0.006,0.921
79,200.000,0.006,0.927
80,147.000,0.006,0.933
81,147.000,0.008,0.941
82,107.000,0.008,0.949
83,139.000,0.009,0.958
84,107.000,0.008,0.967
85,200.000,0.009,0.976
86,200.000,0.008,0.984
87,200.000,0.007,0.990
88,147.000,0.019,1.009
89,139.000,0.008,1.017
90,200.000,0.006,1.023
91,200.000,0.006,1.029
92,200.000,0.009,1.038
93,200.000,0.006,1.044
94,147.000,0.006,1.050
95,200.000,0.007,1.057
96,145.000,0.006,1.062
97,139.000,0.007,1.069
98,200.000,0.005,1.075
99,200.000,0.007,1.082
100,107.000,0.006,1.088
101,107.000,0.006,1.094
102,200.000,0.013,1.107
103,200.000,0.007,1.114
104,200.000,0.005,1.120
105,200.000,0.005,1.125
106,200.000,0.006,1.131
107,200.000,0.008,1.140
108,200.000,0.005,1.145
109,107.000,0.008,1.153
110,139.000,0.010,1.163
111,107.000,0.008,1.172
112,200.000,0.006,1.177
113,200.000,0.007,1.184
114,117.000,0.005,1.189
115,117.000,0.005,1.194
116,139.000,0.006,1.200
117,107.000,0.009,1.209
118,139.000,0.006,1.216
119,200.000,0.007,1.222
120,139.000,0.006,1.228
121,139.000,0.015,1.243
122,107.000,0.008,1.251
123,139.000,0.006,1.257
124,139.000,0.006,1.263
125,139.000,0.007,1.269
126,200.000,0.007,1.276
127,139.000,0.005,1.282
128,139.000,0.005,1.287
129,139.000,0.007,1.294
130,139.000,0.011,1.305
131,139.000,0.007,1.312
132,107.000,0.005,1.317
133,139.000,0.005,1.323
134,139.000,0.005,1.328
135,139.000,0.008,1.336
136,139.000,0.008,1.344
137,139.000,0.005,1.349
138,139.000,0.006,1.355
139,107.000,0.005,1.360
140,139.000,0.005,1.366
141,107.000,0.008,1.373
142,107.000,0.007,1.380
143,107.000,0.005,1.386
144,139.000,0.006,1.392
145,139.000,0.009,1.400
146,139.000,0.009,1.409
147,139.000,0.007,1.416
148,139.000,0.008,1.424
149,117.000,0.006,1.430
150,107.000,0.009,1.439
151,107.000,0.007,1.446
152,107.000,0.006,1.452
153,107.000,0.009,1.461
154,117.000,0.011,1.472
155,117.000,0.007,1.479
156,139.000,0.008,1.487
157,107.000,0.006,1.493
158,139.000,0.010,1.503
159,139.000,0.008,1.511
160,139.000,0.005,1.516
161,139.000,0.006,1.522
162,107.000,0.005,1.527
163,139.000,0.009,1.536
164,107.000,0.006,1.543
165,107.000,0.005,1.548
166,107.000,0.006,1.554
167,139.000,0.006,1.559
168,107.000,0.007,1.566
169,139.000,0.005,1.572
170,139.000,0.005,1.577
171,107.000,0.005,1.582
172,139.000,0.006,1.588
173,110.000,0.005,1.593
174,139.000,0.008,1.601
175,139.000,0.006,1.608
176,200.000,0.005,1.613
177,139.000,0.007,1.620
178,139.000,0.005,1.625
179,139.000,0.008,1.633
180,110.000,0.006,1.639
181,107.000,0.005,1.644
182,107.000,0.006,1.651
183,139.000,0.005,1.656
184,139.000,0.005,1.661
185,139.000,0.007,1.669
186,139.000,0.006,1.675
187,139.000,0.005,1.680
188,139.000,0.007,1.687
189,139.000,0.005,1.692
190,200.000,0.006,1.697
191,123.000,0.008,1.705
192,107.000,0.005,1.710
193,107.000,0.006,1.716
194,107.000,0.006,1.721
195,139.000,0.006,1.727
196,139.000,0.007,1.735
197,107.000,0.005,1.740
198,139.000,0.005,1.745
199,139.000,0.005,1.751
