0,83.000,0.011,0.011
1,105.000,0.013,0.024
2,82.000,0.013,0.037
3,89.000,0.015,0.052
4,105.000,0.011,0.063
5,89.000,0.012,0.075
6,110.000,0.012,0.087
7,105.000,0.011,0.098
8,118.000,0.013,0.111
9,146.000,0.010,0.121
10,200.000,0.009,0.130
11,200.000,0.010,0.141
12,200.000,0.010,0.151
13,200.000,0.009,0.159
14,200.000,0.011,0.170
15,200.000,0.009,0.178
16,200.000,0.010,0.188
17,200.000,0.009,0.197
18,200.000,0.009,0.206
19,200.000,0.008,0.214
20,200.000,0.011,0.226
21,200.000,0.009,0.235
22,200.000,0.010,0.245
23,200.000,0.009,0.254
24,200.000,0.009,0.262
25,200.000,0.010,0.272
26,200.000,0.009,0.282
27,200.000,0.008,0.290
28,200.000,0.009,0.299
29,200.000,0.013,0.312
30,200.000,0.008,0.320
31,200.000,0.009,0.328
32,200.000,0.011,0.339
33,200.000,0.008,0.347
34,200.000,0.008,0.355
35,200.000,0.011,0.366
36,200.000,0.008,0.374
37,200.000,0.008,0.383
38,200.000,0.009,0.391
39,200.000,0.010,0.401
40,200.000,0.009,0.410
41,200.000,0.010,0.419
42,200.000,0.011,0.431
43,200.000,0.008,0.439
44,200.000,0.008,0.447
45,200.000,0.012,0.459
46,200.000,0.010,0.469
47,200.000,0.007,0.476
48,200.000,0.011,0.487
49,200.000,0.008,0.496
50,200.000,0.008,0.503
51,200.000,0.008,0.511
52,200.000,0.008,0.519
53,200.000,0.010,0.529
54,200.000,0.010,0.539
55,200.000,0.011,0.550
56,200.000,0.009,0.560
57,200.000,0.009,0.568
58,200.000,0.010,0.579
59,200.000,0.010,0.589
60,200.000,0.010,0.599
61,200.000,0.011,0.610
62,200.000,0.010,0.620
63,200.000,0.010,0.630
64,200.000,0.013,0.643
65,200.000,0.010,0.653
66,200.000,0.008,0.661
67,200.000,0.011,0.672
68,200.000,0.009,0.681
69,200.000,0.008,0.689
70,200.000,0.008,0.697
71,200.000,0.008,0.705
72,200.000,0.008,0.713
73,200.000,0.008,0.721
74,200.000,0.013,0.734
75,200.000,0.009,0.743
76,200.000,0.009,0.752
77,200.000,0.012,0.764
78,200.000,0.009,0.773
79,200.000,0.008,0.781
80,200.000,0.008,0.789
81,200.000,0.009,0.798
82,200.000,0.008,0.806
83,200.000,0.008,0.813
84,200.000,0.009,0.822
85,200.000,0.008,0.830
86,200.000,0.008,0.838
87,200.000,0.011,0.849
88,200.000,0.010,0.859
89,200.000,0.009,0.868
90,200.000,0.011,0.879
91,200.000,0.009,0.888
92,200.000,0.014,0.902
93,200.000,0.018,0.920
94,200.000,0.010,0.930
95,200.000,0.011,0.942
96,200.000,0.011,0.953
97,200.000,0.009,0.962
98,200.000,0.012,0.974
99,200.000,0.010,0.984
100,200.000,0.009,0.993
101,200.000,0.017,1.010
102,200.000,0.009,1.019
103,200.000,0.007,1.026
104,200.000,0.010,1.036
105,200.000,0.008,1.044
106,200.000,0.008,1.051
107,200.000,0.012,1.063
108,200.000,0.007,1.070
109,200.000,0.009,1.079
110,200.000,0.010,1.089
111,200.000,0.009,1.098
112,200.000,0.008,1.106
113,200.000,0.008,1.115
114,200.000,0.009,1.124
115,200.000,0.007,1.131
116,200.000,0.010,1.141
117,200.000,0.011,1.152
118,200.000,0.008,1.160
119,200.000,0.008,1.168
120,200.000,0.010,1.178
121,200.000,0.009,1.186
122,200.000,0.008,1.194
123,200.000,0.012,1.206
124,200.000,0.007,1.214
125,200.000,0.008,1.221
126,200.000,0.008,1.230
127,200.000,0.010,1.240
128,200.000,0.009,1.249
129,200.000,0.010,1.259
130,200.000,0.010,1.269
131,200.000,0.009,1.278
132,200.000,0.008,1.287
133,200.000,0.012,1.298
134,200.000,0.008,1.306
135,200.000,0.008,1.313
136,200.000,0.010,1.323
137,200.000,0.008,1.332
138,200.000,0.008,1.339
139,200.000,0.009,1.348
140,200.000,0.009,1.357
141,200.000,0.008,1.365
142,200.000,0.008,1.373
143,200.000,0.013,1.386
144,200.000,0.008,1.394
145,200.000,0.008,1.401
146,200.000,0.011,1.412
147,200.000,0.007,1.419
148,200.000,0.009,1.428
149,200.000,0.009,1.437
150,200.000,0.009,1.447
151,200.000,0.008,1.454
152,200.000,0.008,1.462
153,200.000,0.011,1.473
154,200.000,0.008,1.481
155,200.000,0.008,1.488
156,200.000,0.008,1.497
157,200.000,0.010,1.506
158,200.000,0.008,1.514
159,200.000,0.008,1.522
160,200.000,0.009,1.531
161,200.000,0.008,1.539
162,200.000,0.009,1.547
163,200.000,0.013,1.560
164,200.000,0.008,1.568
165,200.000,0.008,1.576
166,200.000,0.010,1.586
167,200.000,0.008,1.594
168,200.000,0.008,1.601
